Local time in Moscow;T;Po;P;Pa;U;DD;Ff;ff10;ff3;N;WW;W1;W2;Tn;Tx;Cl;Nh;H;Cm;Ch;VV;Td;RRR;tR;E;Tg;Ee;sss
"24.12.2019 21:00";"1.3";"744.4";"759.3";"0.0";"97";"Wind blowing from the south-east";"2";"";"";"100%.";"Mist. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"7.0";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"100%.";"100-200";"";"";"";"0.9";"0.1";"12";"";"";"";"";
"24.12.2019 18:00";"2.2";"744.4";"759.0";"0.5";"97";"Wind blowing from the south-southeast";"2";"";"";"100%.";"Mist. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"100%.";"100-200";"";"";"";"1.7";"0.4";"12";"";"";"";"";
"24.12.2019 15:00";"3.8";"743.9";"758.5";"0.1";"93";"Wind blowing from the south-southeast";"2";"";"";"100%.";"Mist. ";"Rain.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"100%.";"100-200";"";"";"4.0";"2.8";"";"";"";"";"";"";
"24.12.2019 12:00";"5.4";"743.8";"758.2";"0.8";"91";"Wind blowing from the south";"2";"";"";"100%.";"Mist. ";"Rain.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"100%.";"100-200";"";"";"4.0";"4.1";"";"";"";"";"";"";
"24.12.2019 09:00";"7.0";"743.0";"757.4";"0.6";"93";"Wind blowing from the south-southeast";"2";"";"";"100%.";"Rain, not freezing, continuous, slight at time of observation. ";"Shower(s).";"Rain.";"5.9";"";"Stratus fractus or Cumulus fractus of bad weather, or both (pannus), usually below Altostratus or Nimbostratus.";"100%.";"200-300";"Altostratus opacus or Nimbostratus.";"";"4.0";"6.0";"3.0";"12";"";"";"";"";
"24.12.2019 06:00";"6.7";"742.4";"756.8";"0.4";"97";"Calm, no wind";"0";"";"";"100%.";"Rain, not freezing, continuous, slight at time of observation. ";"Shower(s).";"Rain.";"5.9";"";"Stratus fractus or Cumulus fractus of bad weather, or both (pannus), usually below Altostratus or Nimbostratus.";"100%.";"100-200";"Altostratus opacus or Nimbostratus.";"";"";"6.3";"2.0";"12";"";"";"";"";
"24.12.2019 03:00";"6.3";"742.0";"756.4";"0.3";"96";"Wind blowing from the south-southeast";"1";"";"";"100%.";"Rain shower(s), slight. ";"Shower(s).";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.";"100%.";"200-300";"";"";"";"5.7";"";"";"";"";"";"";
"24.12.2019 00:00";"6.1";"741.7";"756.1";"0.9";"95";"Wind blowing from the south-southeast";"1";"";"";"100%.";"Mist. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Stratus fractus or Cumulus fractus of bad weather, or both (pannus), usually below Altostratus or Nimbostratus.";"100%.";"200-300";"";"";"";"5.4";"";"";"";"";"";"";
"23.12.2019 21:00";"5.9";"740.8";"755.2";"0.5";"95";"Wind blowing from the south-southeast";"1";"";"";"100%.";"Mist. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"6.2";"Stratus fractus or Cumulus fractus of bad weather, or both (pannus), usually below Altostratus or Nimbostratus.";"100%.";"100-200";"";"";"";"5.2";"2.0";"12";"";"";"";"";
"23.12.2019 18:00";"5.7";"740.3";"754.7";"0.8";"96";"Wind blowing from the south-southeast";"2";"";"";"100%.";"Mist. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Stratus fractus or Cumulus fractus of bad weather, or both (pannus), usually below Altostratus or Nimbostratus.";"100%.";"200-300";"";"";"";"5.1";"3.0";"12";"";"";"";"";
"23.12.2019 15:00";"5.5";"739.5";"753.9";"0.5";"94";"Wind blowing from the south-southeast";"2";"";"";"100%.";"Mist. ";"Rain.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Stratus fractus or Cumulus fractus of bad weather, or both (pannus), usually below Altostratus or Nimbostratus.";"100%.";"200-300";"";"";"4.0";"4.6";"";"";"";"";"";"";
"23.12.2019 12:00";"4.7";"739.0";"753.5";"0.1";"95";"Wind blowing from the south-southeast";"2";"";"";"100%.";"Rain, not freezing, continuous, slight at time of observation. ";"Rain.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Stratus fractus or Cumulus fractus of bad weather, or both (pannus), usually below Altostratus or Nimbostratus.";"100%.";"200-300";"";"";"4.0";"4.0";"";"";"";"";"";"";
"23.12.2019 09:00";"4.5";"738.9";"753.4";"0.4";"95";"Wind blowing from the south-southeast";"2";"";"";"100%.";"Rain (not freezing) not falling as shower(s). ";"Rain.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"2.6";"";"Stratus fractus or Cumulus fractus of bad weather, or both (pannus), usually below Altostratus or Nimbostratus.";"100%.";"200-300";"";"";"4.0";"3.8";"3.0";"12";"";"";"";"";
"23.12.2019 06:00";"4.2";"738.5";"753.0";"-0.6";"95";"Wind blowing from the south-southeast";"2";"";"";"100%.";"Rain, not freezing, continuous, slight at time of observation. ";"Rain.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"2.6";"";"Stratus fractus or Cumulus fractus of bad weather, or both (pannus), usually below Altostratus or Nimbostratus.";"100%.";"200-300";"Altostratus opacus or Nimbostratus.";"";"";"3.5";"2.0";"12";"";"";"";"";
"23.12.2019 03:00";"3.6";"739.1";"753.6";"-0.5";"97";"Wind blowing from the south-southeast";"2";"";"";"100%.";"Rain, not freezing, continuous, slight at time of observation. ";"Rain.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Stratus fractus or Cumulus fractus of bad weather, or both (pannus), usually below Altostratus or Nimbostratus.";"100%.";"100-200";"";"";"";"3.2";"";"";"";"";"";"";
"23.12.2019 00:00";"2.7";"739.6";"754.1";"-0.5";"97";"Wind blowing from the south-east";"2";"";"";"100%.";"Mist. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"100%.";"100-200";"";"";"";"2.3";"";"";"";"";"";"";
"22.12.2019 21:00";"2.7";"740.1";"754.6";"-0.1";"95";"Wind blowing from the south-southeast";"1";"";"";"100%.";"Mist. ";"Drizzle.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"3.0";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"100%.";"200-300";"";"";"";"2.0";"Trace of precipitation";"12";"";"";"";"";
"22.12.2019 18:00";"2.8";"740.2";"754.8";"-0.3";"95";"Wind blowing from the south-east";"2";"";"";"100%.";"Drizzle, not freezing, continuous, slight at time of observation. ";"Drizzle.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"100%.";"100-200";"";"";"";"2.1";"Trace of precipitation";"12";"";"";"";"";
"22.12.2019 15:00";"2.8";"740.5";"755.0";"0.0";"95";"Wind blowing from the south-southeast";"2";"";"";"100%.";"Drizzle, not freezing, continuous, slight at time of observation. ";"Drizzle.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"100%.";"100-200";"";"";"4.0";"2.0";"";"";"";"";"";"";
"22.12.2019 12:00";"2.8";"740.5";"755.0";"-0.2";"91";"Wind blowing from the south-southeast";"3";"";"";"100%.";"Mist. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"100%.";"200-300";"";"";"4.0";"1.4";"";"";"";"";"";"";
"22.12.2019 09:00";"2.2";"740.7";"755.3";"-0.3";"91";"Wind blowing from the south-southeast";"2";"";"";"100%.";"Mist. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"1.8";"";"Stratus fractus or Cumulus fractus of bad weather, or both (pannus), usually below Altostratus or Nimbostratus.";"100%.";"300-600";"";"";"4.0";"0.9";"No precipitation";"12";"";"";"";"";
"22.12.2019 06:00";"1.9";"741.0";"755.6";"-0.3";"89";"Wind blowing from the south-southeast";"1";"";"";"100%.";"Mist. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"1.8";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"100%.";"600-1000";"";"";"";"0.2";"0.1";"12";"";"";"";"";
"22.12.2019 03:00";"1.8";"741.3";"755.9";"-0.7";"86";"Wind blowing from the south-southeast";"2";"";"";"100%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"100%.";"600-1000";"";"";"";"-0.3";"";"";"";"";"";"";
"22.12.2019 00:00";"2.0";"742.0";"756.6";"0.0";"83";"Wind blowing from the south-southeast";"1";"";"";"100%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"100%.";"600-1000";"";"";"";"-0.6";"";"";"";"";"";"";
"21.12.2019 21:00";"2.1";"742.0";"756.7";"-0.6";"76";"Wind blowing from the south-southeast";"2";"";"";"100%.";"Rain (not freezing) not falling as shower(s). ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"2.9";"Stratocumulus other than Stratocumulus cumulogenitus.";"100%.";"600-1000";"";"";"";"-1.7";"0.1";"12";"";"";"";"";
"21.12.2019 18:00";"2.5";"742.6";"757.2";"-0.9";"54";"Wind blowing from the south-southeast";"2";"";"";"100%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"100%.";"600-1000";"";"";"";"-6.0";"No precipitation";"12";"";"";"";"";
"21.12.2019 15:00";"2.7";"743.5";"758.2";"-1.6";"56";"Wind blowing from the south-southeast";"2";"";"";"100%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"100%.";"600-1000";"";"";"10.0";"-5.3";"";"";"";"";"";"";
"21.12.2019 12:00";"2.1";"745.1";"759.8";"-0.8";"64";"Wind blowing from the south-southeast";"2";"";"";"100%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"100%.";"600-1000";"";"";"10.0";"-4.1";"";"";"";"";"";"";
"21.12.2019 09:00";"1.2";"745.9";"760.7";"-1.2";"74";"Wind blowing from the south-southeast";"1";"";"";"100%.";"State of sky on the whole unchanged. ";"Shower(s).";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"-1.0";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"100%.";"600-1000";"";"";"10.0";"-3.0";"Trace of precipitation";"12";"";"";"";"";
"21.12.2019 06:00";"0.7";"747.1";"761.9";"-1.0";"78";"Wind blowing from the south";"1";"";"";"100%.";"State of sky on the whole unchanged. ";"Shower(s).";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"-1.0";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"100%.";"1000-1500";"";"";"";"-2.7";"Trace of precipitation";"12";"";"";"";"";
"21.12.2019 03:00";"-1.0";"748.1";"763.0";"-1.0";"83";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"1000-1500";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"";"-3.6";"";"";"";"";"";"";
"21.12.2019 00:00";"-0.2";"749.1";"764.0";"-0.6";"79";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"100%.";"2500 or more, or no clouds.";"Altocumulus translucidus in bands, or one or more layers of Altocumulus translucidus or opacus, progressively invading the sky; these Altocumulus clouds generally thicken as a whole.";"";"";"-3.4";"";"";"";"";"";"";
"20.12.2019 21:00";"0.7";"749.7";"764.5";"-0.6";"75";"Calm, no wind";"0";"";"";"90  or more, but not 100%";" ";"";"";"";"1.6";"Stratocumulus other than Stratocumulus cumulogenitus.";"90  or more, but not 100%";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"";"-3.3";"No precipitation";"12";"";"";"";"";
"20.12.2019 18:00";"0.7";"750.3";"765.1";"-0.2";"78";"Calm, no wind";"0";"";"";"90  or more, but not 100%";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"90  or more, but not 100%";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"";"-2.8";"No precipitation";"12";"";"";"";"";
"20.12.2019 15:00";"1.6";"750.5";"765.4";"-0.4";"72";"Wind blowing from the west";"1";"";"";"90  or more, but not 100%";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"70 – 80%.";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"-2.9";"";"";"";"";"";"";
"20.12.2019 12:00";"0.4";"750.9";"765.8";"0.5";"79";"Wind blowing from the west-northwest";"1";"";"";"40%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"-2.8";"";"";"";"";"";"";
"20.12.2019 09:00";"-0.1";"750.4";"765.3";"0.6";"80";"Wind blowing from the west-northwest";"1";"";"";"60%.";" ";"";"";"-0.2";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"-3.1";"No precipitation";"12";"";"";"";"";
"20.12.2019 06:00";"0.1";"749.8";"764.8";"0.5";"80";"Wind blowing from the west-northwest";"1";"";"";"60%.";" ";"";"";"0.1";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"60%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"";"-3.0";"No precipitation";"12";"";"";"";"";
"20.12.2019 03:00";"1.4";"749.3";"764.2";"1.2";"71";"Wind blowing from the north-northwest";"3";"";"10";"100%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"100%.";"600-1000";"";"";"";"-3.4";"";"";"";"";"";"";
"20.12.2019 00:00";"2.3";"748.1";"762.8";"2.2";"66";"Wind blowing from the west-northwest";"3";"";"11";"70 – 80%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"70 – 80%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"";"-3.5";"";"";"";"";"";"";
"19.12.2019 21:00";"2.9";"745.9";"760.6";"1.8";"62";"Wind blowing from the west-northwest";"2";"";"15";"70 – 80%.";" ";"";"";"";"4.8";"Stratocumulus other than Stratocumulus cumulogenitus.";"70 – 80%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"";"-3.7";"Trace of precipitation";"12";"";"";"";"";
"19.12.2019 18:00";"3.4";"744.1";"758.7";"2.3";"60";"Wind blowing from the west-northwest";"3";"";"12";"90  or more, but not 100%";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"90  or more, but not 100%";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"";"-3.7";"Trace of precipitation";"12";"";"";"";"";
"19.12.2019 15:00";"4.2";"741.8";"756.4";"2.5";"61";"Wind blowing from the west-northwest";"2";"";"17";"90  or more, but not 100%";"State of sky on the whole unchanged. ";"Shower(s).";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"90  or more, but not 100%";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"-2.7";"";"";"";"";"";"";
"19.12.2019 12:00";"4.6";"739.3";"753.8";"1.2";"63";"Wind blowing from the west-northwest";"3";"";"13";"90  or more, but not 100%";"State of sky on the whole unchanged. ";"Shower(s).";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"90  or more, but not 100%";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"-1.9";"";"";"";"";"";"";
